Sample in Buffer,Sample in Window,TRIGGER,openaars_virtual_top/dbg_pc[31:0],openaars_virtual_top/tg68_adr[31:0],openaars_virtual_top/tg68_dat_in[15:0],openaars_virtual_top/tg68_dat_out[15:0],openaars_virtual_top/g_cpu040_ila.bus_ctl[3:0],openaars_virtual_top/dbg_flags[3:0],openaars_virtual_top/dbg_ir[15:0],openaars_virtual_top/tg68_cpustate_1[6:0]
203,203,0,40229540,00dff01e,0040,14da,f,0,6100,0d
204,204,0,40229540,00dff01e,0040,14da,f,0,6100,25
205,205,0,40229540,00dff01e,0040,14da,f,1,6100,1d
206,206,0,40229540,00dff01e,0040,14da,f,1,6100,1d
207,207,0,40229540,00dff01e,0040,14da,f,1,6100,0d
208,208,0,40229540,00dff01e,0040,14da,f,1,6100,25
209,209,0,40229542,00dff01e,0040,14da,f,1,6100,1d
210,210,0,40229542,00dff01e,0040,14da,f,1,6100,1d
211,211,0,40229542,00dff01e,0040,14da,f,1,6100,0d
212,212,0,40229542,00dff01e,0040,14da,f,1,6100,25
213,213,0,40229542,00dff01e,0040,14da,f,1,6100,1d
214,214,0,40229542,00dff01e,0040,14da,f,1,6100,1d
215,215,0,40229542,00dff01e,0040,14da,f,1,6100,0d
216,216,0,40229542,00dff01e,0040,14da,f,1,6100,25
217,217,0,40229542,00dff01e,0040,14da,f,0,6100,1d
218,218,0,40229542,00dff01e,0040,14da,f,0,6100,1d
219,219,0,40229542,00dff01e,0040,14da,f,0,6100,0d
220,220,0,40229542,00dff01e,0040,14da,f,0,6100,25
221,221,0,40229542,00dff01e,0040,14da,f,1,6100,1d
222,222,0,40229542,00dff01e,0040,14da,f,1,6100,1d
223,223,0,40229542,00dff01e,0040,14da,f,1,6100,0d
224,224,0,40229542,00dff01e,0040,14da,f,1,6100,25
225,225,0,40229542,00dff01e,0040,14da,f,1,6100,1d
226,226,0,40229542,00dff01e,0040,14da,f,1,6100,1d
227,227,0,40229542,00dff01e,0040,14da,f,1,6100,0d
228,228,0,40229542,00dff01e,0040,14da,f,1,6100,25
229,229,0,40229542,00dff01e,0040,14da,f,0,6100,1f
230,230,0,40229542,00dff01e,0040,14da,f,0,6100,1f
231,231,0,40229542,00dff01e,0040,14da,f,0,6100,0f
232,232,0,40229542,00dff01e,0040,14da,f,0,6100,03
233,233,0,40229542,00dff01e,0040,14da,f,0,6100,03
234,234,0,40229542,00dff01e,0040,14da,f,0,6100,03
235,235,0,40229542,00dff01e,0040,14da,f,0,6100,03
236,236,0,40229542,00dff01e,0040,14da,f,0,6100,23
237,237,0,4022958e,00dff01e,0040,14da,f,1,6100,1d
238,238,0,4022958e,00dff01e,0040,14da,f,1,6100,1d
239,239,0,4022958e,00dff01e,0040,14da,f,1,6100,0d
240,240,0,4022958e,00dff01e,0040,14da,f,1,6100,25
241,241,0,4022958e,00dff01e,0040,14da,f,1,6100,1f
242,242,0,4022958e,00dff01e,0040,14da,f,1,6100,1f
243,243,0,4022958e,00dff01e,0040,14da,f,1,6100,0f
244,244,0,4022958e,00dff01e,0040,14da,f,1,6100,03
245,245,0,4022958e,00dff01e,0040,14da,f,1,6100,03
246,246,0,4022958e,00dff01e,0040,14da,f,1,6100,03
247,247,0,4022958e,00dff01e,0040,14da,f,1,6100,03
248,248,0,4022958e,00dff01e,0040,14da,f,1,6100,03
249,249,0,4022958e,00dff01e,0040,14da,f,1,6100,03
250,250,0,4022958e,00dff01e,0040,14da,f,1,6100,03
251,251,0,4022958e,00dff01e,0040,14da,f,1,6100,03
252,252,0,4022958e,00dff01e,0040,14da,f,1,6100,23
253,253,0,4022958e,00dff01e,0040,14da,f,1,6100,1d
254,254,0,4022958e,00dff01e,0040,14da,f,1,6100,1d
255,255,0,4022958e,00dff01e,0040,14da,f,1,6100,0d
256,256,0,4022958e,00dff01e,0040,14da,f,1,6100,25
257,257,0,40229590,00dff01e,0040,14da,f,0,4e75,1d
258,258,0,40229590,00dff01e,0040,14da,f,0,4e75,1d
259,259,0,40229590,00dff01e,0040,14da,f,0,4e75,0d
260,260,0,40229590,00dff01e,0040,14da,f,0,4e75,25
261,261,0,40229590,00dff01e,0040,14da,f,1,4e75,1d
262,262,0,40229590,00dff01e,0040,14da,f,1,4e75,1d
263,263,0,40229590,00dff01e,0040,14da,f,1,4e75,0d
264,264,0,40229590,00dff01e,0040,14da,f,1,4e75,25
265,265,0,40229590,00dff01e,0040,14da,f,1,4e75,1d
266,266,0,40229590,00dff01e,0040,14da,f,1,4e75,1d
267,267,0,40229590,00dff01e,0040,14da,f,1,4e75,0d
268,268,0,40229590,00dff01e,0040,14da,f,1,4e75,25
269,269,0,40229590,00dff01e,0040,14da,f,1,4e75,1d
270,270,0,40229590,00dff01e,0040,14da,f,1,4e75,1d
271,271,0,40229590,00dff01e,0040,14da,f,1,4e75,0d
272,272,0,40229590,00dff01e,0040,14da,f,1,4e75,25
273,273,0,40229590,00dff01e,0040,14da,f,0,4e75,1d
274,274,0,40229590,00dff01e,0040,14da,f,0,4e75,1d
275,275,0,40229590,00dff01e,0040,14da,f,0,4e75,0d
276,276,0,40229590,00dff01e,0040,14da,f,0,4e75,25
277,277,0,40229590,00dff01e,0040,14da,f,1,4e75,1d
278,278,0,40229590,00dff01e,0040,14da,f,1,4e75,1d
279,279,0,40229590,00dff01e,0040,14da,f,1,4e75,0d
280,280,0,40229590,00dff01e,0040,14da,f,1,4e75,25
281,281,0,40229590,00dff01e,0040,14da,f,1,4e75,1d
282,282,0,40229590,00dff01e,0040,14da,f,1,4e75,1d
283,283,0,40229590,00dff01e,0040,14da,f,1,4e75,0d
284,284,0,40229590,00dff01e,0040,14da,f,1,4e75,25
285,285,0,40229590,00dff01e,0040,14da,f,1,4e75,1d
286,286,0,40229590,00dff01e,0040,14da,f,1,4e75,1d
287,287,0,40229590,00dff01e,0040,14da,f,1,4e75,0d
288,288,0,40229590,00dff01e,0040,14da,f,1,4e75,25
289,289,0,40229590,00dff01e,0040,14da,f,0,4e75,1d
290,290,0,40229590,00dff01e,0040,14da,f,0,4e75,1d
291,291,0,40229590,00dff01e,0040,14da,f,0,4e75,0d
292,292,0,40229590,00dff01e,0040,14da,f,0,4e75,25
293,293,0,40229542,00dff01e,0040,14da,f,1,4e75,1d
294,294,0,40229542,00dff01e,0040,14da,f,1,4e75,1d
295,295,0,40229542,00dff01e,0040,14da,f,1,4e75,0d
296,296,0,40229542,00dff01e,0040,14da,f,1,4e75,25
297,297,0,40229542,00dff01e,0040,14da,f,1,4e75,1d
298,298,0,40229542,00dff01e,0040,14da,f,1,4e75,1d
299,299,0,40229542,00dff01e,0040,14da,f,1,4e75,0d
300,300,0,40229542,00dff01e,0040,14da,f,1,4e75,25
301,301,0,40229542,00dff01e,0040,14da,f,1,4e75,1d
302,302,0,40229542,00dff01e,0040,14da,f,1,4e75,1d
303,303,0,40229542,00dff01e,0040,14da,f,1,4e75,0d
304,304,0,40229542,00dff01e,0040,14da,f,1,4e75,25
305,305,0,40229544,00dff01e,0040,14da,f,0,c141,1d
306,306,0,40229544,00dff01e,0040,14da,f,0,c141,1d
307,307,0,40229544,00dff01e,0040,14da,f,0,c141,0d
308,308,0,40229544,00dff01e,0040,14da,f,0,c141,25
309,309,0,40229544,00dff01e,0040,14da,f,1,c141,1d
310,310,0,40229544,00dff01e,0040,14da,f,1,c141,1d
311,311,0,40229544,00dff01e,0040,14da,f,1,c141,0d
312,312,0,40229544,00dff01e,0040,14da,f,1,c141,25
313,313,0,40229544,00dff01e,0040,14da,f,1,c141,1d
314,314,0,40229544,00dff01e,0040,14da,f,1,c141,1d
315,315,0,40229544,00dff01e,0040,14da,f,1,c141,0d
316,316,0,40229544,00dff01e,0040,14da,f,1,c141,25
317,317,0,40229544,00dff01e,0040,14da,f,1,c141,1d
318,318,0,40229544,00dff01e,0040,14da,f,1,c141,1d
319,319,0,40229544,00dff01e,0040,14da,f,1,c141,0d
320,320,0,40229544,00dff01e,0040,14da,f,1,c141,25
321,321,0,40229546,00dff01e,0040,14da,f,0,4281,1d
322,322,0,40229546,00dff01e,0040,14da,f,0,4281,1d
323,323,0,40229546,00dff01e,0040,14da,f,0,4281,0d
324,324,0,40229546,00dff01e,0040,14da,f,0,4281,25
325,325,0,40229546,00dff01e,0040,14da,f,1,4281,1d
326,326,0,40229546,00dff01e,0040,14da,f,1,4281,1d
327,327,0,40229546,00dff01e,0040,14da,f,1,4281,0d
328,328,0,40229546,00dff01e,0040,14da,f,1,4281,25
329,329,0,40229546,00dff01e,0040,14da,f,1,4281,1d
330,330,0,40229546,00dff01e,0040,14da,f,1,4281,1d
331,331,0,40229546,00dff01e,0040,14da,f,1,4281,0d
332,332,0,40229546,00dff01e,0040,14da,f,1,4281,25
333,333,0,40229546,00dff01e,0040,14da,f,1,4281,1d
334,334,0,40229546,00dff01e,0040,14da,f,1,4281,1d
335,335,0,40229546,00dff01e,0040,14da,f,1,4281,0d
336,336,0,40229546,00dff01e,0040,14da,f,1,4281,25
337,337,0,40229546,00dff01e,0040,14da,f,0,4281,1d
338,338,0,40229546,00dff01e,0040,14da,f,0,4281,1d
339,339,0,40229546,00dff01e,0040,14da,f,0,4281,0d
340,340,0,40229546,00dff01e,0040,14da,f,0,4281,25
341,341,0,40229548,00dff01e,0040,14da,f,1,4480,1d
342,342,0,40229548,00dff01e,0040,14da,f,1,4480,1d
343,343,0,40229548,00dff01e,0040,14da,f,1,4480,0d
344,344,0,40229548,00dff01e,0040,14da,f,1,4480,25
345,345,0,40229548,00dff01e,0040,14da,f,1,4480,1d
346,346,0,40229548,00dff01e,0040,14da,f,1,4480,1d
347,347,0,40229548,00dff01e,0040,14da,f,1,4480,0d
348,348,0,40229548,00dff01e,0040,14da,f,1,4480,25
349,349,0,40229548,00dff01e,0040,14da,f,1,4480,1d
350,350,0,40229548,00dff01e,0040,14da,f,1,4480,1d
351,351,0,40229548,00dff01e,0040,14da,f,1,4480,0d
352,352,0,40229548,00dff01e,0040,14da,f,1,4480,25
353,353,0,40229548,00dff01e,0040,14da,f,0,4480,1d
354,354,0,40229548,00dff01e,0040,14da,f,0,4480,1d
355,355,0,40229548,00dff01e,0040,14da,f,0,4480,0d
356,356,0,40229548,00dff01e,0040,14da,f,0,4480,25
357,357,0,40229548,00dff01e,0040,14da,f,1,4480,1d
358,358,0,40229548,00dff01e,0040,14da,f,1,4480,1d
359,359,0,40229548,00dff01e,0040,14da,f,1,4480,0d
360,360,0,40229548,00dff01e,0040,14da,f,1,4480,25
361,361,0,4022954a,00dff01e,0040,14da,f,1,d080,1d
362,362,0,4022954a,00dff01e,0040,14da,f,1,d080,1d
363,363,0,4022954a,00dff01e,0040,14da,f,1,d080,0d
364,364,0,4022954a,00dff01e,0040,14da,f,1,d080,25
365,365,0,4022954a,00dff01e,0040,14da,f,1,d080,1d
366,366,0,4022954a,00dff01e,0040,14da,f,1,d080,1d
367,367,0,4022954a,00dff01e,0040,14da,f,1,d080,0d
368,368,0,4022954a,00dff01e,0040,14da,f,1,d080,25
369,369,0,4022954a,00dff01e,0040,14da,f,0,d080,1d
370,370,0,4022954a,00dff01e,0040,14da,f,0,d080,1d
371,371,0,4022954a,00dff01e,0040,14da,f,0,d080,0d
372,372,0,4022954a,00dff01e,0040,14da,f,0,d080,25
373,373,0,4022954a,00dff01e,0040,14da,f,1,d080,1d
374,374,0,4022954a,00dff01e,0040,14da,f,1,d080,1d
375,375,0,4022954a,00dff01e,0040,14da,f,1,d080,0d
376,376,0,4022954a,00dff01e,0040,14da,f,1,d080,25
377,377,0,4022954a,00dff01e,0040,14da,f,1,d080,1d
378,378,0,4022954a,00dff01e,0040,14da,f,1,d080,1d
379,379,0,4022954a,00dff01e,0040,14da,f,1,d080,0d
380,380,0,4022954a,00dff01e,0040,14da,f,1,d080,25
381,381,0,4022954c,00dff01e,0040,14da,f,1,d281,1d
382,382,0,4022954c,00dff01e,0040,14da,f,1,d281,1d
383,383,0,4022954c,00dff01e,0040,14da,f,1,d281,0d
384,384,0,4022954c,00dff01e,0040,14da,f,1,d281,25
385,385,0,4022954c,00dff01e,0040,14da,f,0,d281,1d
386,386,0,4022954c,00dff01e,0040,14da,f,0,d281,1d
387,387,0,4022954c,00dff01e,0040,14da,f,0,d281,0d
388,388,0,4022954c,00dff01e,0040,14da,f,0,d281,25
389,389,0,4022954c,00dff01e,0040,14da,f,1,d281,1d
390,390,0,4022954c,00dff01e,0040,14da,f,1,d281,1d
391,391,0,4022954c,00dff01e,0040,14da,f,1,d281,0d
392,392,0,4022954c,00dff01e,0040,14da,f,1,d281,25
393,393,0,4022954c,00dff01e,0040,14da,f,1,d281,1d
394,394,0,4022954c,00dff01e,0040,14da,f,1,d281,1d
395,395,0,4022954c,00dff01e,0040,14da,f,1,d281,0d
396,396,0,4022954c,00dff01e,0040,14da,f,1,d281,25
397,397,0,4022954c,00dff01e,0040,14da,f,1,d281,1d
398,398,0,4022954c,00dff01e,0040,14da,f,1,d281,1d
399,399,0,4022954c,00dff01e,0040,14da,f,1,d281,0d
400,400,0,4022954c,00dff01e,0040,14da,f,1,d281,25
401,401,0,4022954e,00dff01e,0040,14da,f,0,d080,1d
402,402,0,4022954e,00dff01e,0040,14da,f,0,d080,1d
403,403,0,4022954e,00dff01e,0040,14da,f,0,d080,0d
404,404,0,4022954e,00dff01e,0040,14da,f,0,d080,25
405,405,0,4022954e,00dff01e,0040,14da,f,0,d080,1d
406,406,0,4022954e,00dff01e,0040,14da,f,0,d080,1d
407,407,0,4022954e,00dff01e,0040,14da,f,0,d080,0d
408,408,0,4022954e,00dff01e,0040,14da,f,0,d080,25
409,409,0,4022954e,00dff01e,0040,14da,f,0,d080,1d
410,410,0,4022954e,00dff01e,0040,14da,f,0,d080,1d
411,411,0,4022954e,00dff01e,0040,14da,f,0,d080,0d
412,412,0,4022954e,00dff01e,0040,14da,f,0,d080,25
413,413,0,4022954e,00dff01e,0040,14da,f,0,d080,1d
414,414,0,4022954e,00dff01e,0040,14da,f,0,d080,1d
415,415,0,4022954e,00dff01e,0040,14da,f,0,d080,0d
416,416,0,4022954e,00dff01e,0040,14da,f,0,d080,25
