Sample in Buffer,Sample in Window,TRIGGER,openaars_virtual_top/dbg_pc[31:0],openaars_virtual_top/tg68_adr[31:0],openaars_virtual_top/tg68_dat_in[15:0],openaars_virtual_top/tg68_dat_out[15:0],openaars_virtual_top/g_cpu040_ila.bus_ctl[3:0],openaars_virtual_top/dbg_flags[3:0],openaars_virtual_top/dbg_ir[15:0],openaars_virtual_top/tg68_cpustate_1[6:0]
972,972,0,40229590,00dff01e,0040,14da,f,0,4e75,25
973,973,0,40229590,00dff01e,0040,14da,f,1,4e75,1d
974,974,0,40229590,00dff01e,0040,14da,f,1,4e75,1d
975,975,0,40229590,00dff01e,0040,14da,f,1,4e75,0d
976,976,0,40229590,00dff01e,0040,14da,f,1,4e75,25
977,977,0,40229590,00dff01e,0040,14da,f,1,4e75,1d
978,978,0,40229590,00dff01e,0040,14da,f,1,4e75,1d
979,979,0,40229590,00dff01e,0040,14da,f,1,4e75,0d
980,980,0,40229590,00dff01e,0040,14da,f,1,4e75,25
981,981,0,40229590,00dff01e,0040,14da,f,1,4e75,1d
982,982,0,40229590,00dff01e,0040,14da,f,1,4e75,1d
983,983,0,40229590,00dff01e,0040,14da,f,1,4e75,0d
984,984,0,40229590,00dff01e,0040,14da,f,1,4e75,25
985,985,0,40229590,00dff01e,0040,14da,f,0,4e75,1d
986,986,0,40229590,00dff01e,0040,14da,f,0,4e75,1d
987,987,0,40229590,00dff01e,0040,14da,f,0,4e75,0d
988,988,0,40229590,00dff01e,0040,14da,f,0,4e75,25
989,989,0,40229590,00dff01e,0040,14da,f,1,4e75,1d
990,990,0,40229590,00dff01e,0040,14da,f,1,4e75,1d
991,991,0,40229590,00dff01e,0040,14da,f,1,4e75,0d
992,992,0,40229590,00dff01e,0040,14da,f,1,4e75,25
993,993,0,40229590,00dff01e,0040,14da,f,1,4e75,1d
994,994,0,40229590,00dff01e,0040,14da,f,1,4e75,1d
995,995,0,40229590,00dff01e,0040,14da,f,1,4e75,0d
996,996,0,40229590,00dff01e,0040,14da,f,1,4e75,25
997,997,0,40229590,00dff01e,0040,14da,f,1,4e75,1d
998,998,0,40229590,00dff01e,0040,14da,f,1,4e75,1d
999,999,0,40229590,00dff01e,0040,14da,f,1,4e75,0d
1000,1000,0,40229590,00dff01e,0040,14da,f,1,4e75,25
1001,1001,0,40229590,00dff01e,0040,14da,f,0,4e75,1d
1002,1002,0,40229590,00dff01e,0040,14da,f,0,4e75,1d
1003,1003,0,40229590,00dff01e,0040,14da,f,0,4e75,0d
1004,1004,0,40229590,00dff01e,0040,14da,f,0,4e75,25
1005,1005,0,4022932a,00dff01e,0040,14da,f,1,4e75,1d
1006,1006,0,4022932a,00dff01e,0040,14da,f,1,4e75,1d
1007,1007,0,4022932a,00dff01e,0040,14da,f,1,4e75,0d
1008,1008,0,4022932a,00dff01e,0040,14da,f,1,4e75,25
1009,1009,0,4022932a,00dff01e,0040,14da,f,1,4e75,1d
1010,1010,0,4022932a,00dff01e,0040,14da,f,1,4e75,1d
1011,1011,0,4022932a,00dff01e,0040,14da,f,1,4e75,0d
1012,1012,0,4022932a,00dff01e,0040,14da,f,1,4e75,25
1013,1013,0,4022932a,00dff01e,0040,14da,f,1,4e75,1d
1014,1014,0,4022932a,00dff01e,0040,14da,f,1,4e75,1d
1015,1015,0,4022932a,00dff01e,0040,14da,f,1,4e75,0d
1016,1016,0,4022932a,00dff01e,0040,14da,f,1,4e75,25
1017,1017,0,4022932c,00dff01e,0040,14da,f,0,6100,1d
1018,1018,0,4022932c,00dff01e,0040,14da,f,0,6100,1d
1019,1019,0,4022932c,00dff01e,0040,14da,f,0,6100,0d
1020,1020,0,4022932c,00dff01e,0040,14da,f,0,6100,25
1021,1021,0,4022932c,00dff01e,0040,14da,f,1,6100,1d
1022,1022,0,4022932c,00dff01e,0040,14da,f,1,6100,1d
1023,1023,0,4022932c,00dff01e,0040,14da,f,1,6100,0d
1024,1024,0,4022932c,00dff01e,0040,14da,f,1,6100,25
1025,1025,0,4022932c,00dff01e,0040,14da,f,1,6100,1d
1026,1026,0,4022932c,00dff01e,0040,14da,f,1,6100,1d
1027,1027,0,4022932c,00dff01e,0040,14da,f,1,6100,0d
1028,1028,0,4022932c,00dff01e,0040,14da,f,1,6100,25
1029,1029,0,4022932c,00dff01e,0040,14da,f,1,6100,1d
1030,1030,0,4022932c,00dff01e,0040,14da,f,1,6100,1d
1031,1031,0,4022932c,00dff01e,0040,14da,f,1,6100,0d
1032,1032,0,4022932c,00dff01e,0040,14da,f,1,6100,25
1033,1033,0,4022932e,00dff01e,0040,14da,f,0,6100,1d
1034,1034,0,4022932e,00dff01e,0040,14da,f,0,6100,1d
1035,1035,0,4022932e,00dff01e,0040,14da,f,0,6100,0d
1036,1036,0,4022932e,00dff01e,0040,14da,f,0,6100,25
1037,1037,0,4022932e,00dff01e,0040,14da,f,1,6100,1d
1038,1038,0,4022932e,00dff01e,0040,14da,f,1,6100,1d
1039,1039,0,4022932e,00dff01e,0040,14da,f,1,6100,0d
1040,1040,0,4022932e,00dff01e,0040,14da,f,1,6100,25
1041,1041,0,4022932e,00dff01e,0040,14da,f,1,6100,1d
1042,1042,0,4022932e,00dff01e,0040,14da,f,1,6100,1d
1043,1043,0,4022932e,00dff01e,0040,14da,f,1,6100,0d
1044,1044,0,4022932e,00dff01e,0040,14da,f,1,6100,25
1045,1045,0,4022932e,00dff01e,0040,14da,f,1,6100,1d
1046,1046,0,4022932e,00dff01e,0040,14da,f,1,6100,1d
1047,1047,0,4022932e,00dff01e,0040,14da,f,1,6100,0d
1048,1048,0,4022932e,00dff01e,0040,14da,f,1,6100,25
1049,1049,0,4022932e,00dff01e,0040,14da,f,0,6100,1d
1050,1050,0,4022932e,00dff01e,0040,14da,f,0,6100,1d
1051,1051,0,4022932e,00dff01e,0040,14da,f,0,6100,0d
1052,1052,0,4022932e,00dff01e,0040,14da,f,0,6100,25
1053,1053,0,4022932e,00dff01e,0040,14da,f,1,6100,1d
1054,1054,0,4022932e,00dff01e,0040,14da,f,1,6100,1d
1055,1055,0,4022932e,00dff01e,0040,14da,f,1,6100,0d
1056,1056,0,4022932e,00dff01e,0040,14da,f,1,6100,25
1057,1057,0,4022932e,00dff01e,0040,14da,f,1,6100,1d
1058,1058,0,4022932e,00dff01e,0040,14da,f,1,6100,1d
1059,1059,0,4022932e,00dff01e,0040,14da,f,1,6100,0d
1060,1060,0,4022932e,00dff01e,0040,14da,f,1,6100,25
1061,1061,0,4022932e,00dff01e,0040,14da,f,0,6100,1f
1062,1062,0,4022932e,00dff01e,0040,14da,f,0,6100,1f
1063,1063,0,4022932e,00dff01e,0040,14da,f,0,6100,0f
1064,1064,0,4022932e,00dff01e,0040,14da,f,0,6100,03
1065,1065,0,4022932e,00dff01e,0040,14da,f,0,6100,03
1066,1066,0,4022932e,00dff01e,0040,14da,f,0,6100,03
1067,1067,0,4022932e,00dff01e,0040,14da,f,0,6100,03
1068,1068,0,4022932e,00dff01e,0040,14da,f,0,6100,23
1069,1069,0,402293a4,00dff01e,0040,14da,f,1,6100,1d
1070,1070,0,402293a4,00dff01e,0040,14da,f,1,6100,1d
1071,1071,0,402293a4,00dff01e,0040,14da,f,1,6100,0d
1072,1072,0,402293a4,00dff01e,0040,14da,f,1,6100,25
1073,1073,0,402293a4,00dff01e,0040,14da,f,1,6100,1f
1074,1074,0,402293a4,00dff01e,0040,14da,f,1,6100,1f
1075,1075,0,402293a4,00dff01e,0040,14da,f,1,6100,0f
1076,1076,0,402293a4,00dff01e,0040,14da,f,1,6100,03
1077,1077,0,402293a4,00dff01e,0040,14da,f,1,6100,03
1078,1078,0,402293a4,00dff01e,0040,14da,f,1,6100,03
1079,1079,0,402293a4,00dff01e,0040,14da,f,1,6100,03
1080,1080,0,402293a4,00dff01e,0040,14da,f,1,6100,03
1081,1081,0,402293a4,00dff01e,0040,14da,f,1,6100,03
1082,1082,0,402293a4,00dff01e,0040,14da,f,1,6100,03
1083,1083,0,402293a4,00dff01e,0040,14da,f,1,6100,03
1084,1084,0,402293a4,00dff01e,0040,14da,f,1,6100,23
1085,1085,0,402293a4,00dff01e,0040,14da,f,1,6100,1d
1086,1086,0,402293a4,00dff01e,0040,14da,f,1,6100,1d
1087,1087,0,402293a4,00dff01e,0040,14da,f,1,6100,0d
1088,1088,0,402293a4,00dff01e,0040,14da,f,1,6100,25
1089,1089,0,402293a6,00dff01e,0040,14da,f,0,d080,1d
1090,1090,0,402293a6,00dff01e,0040,14da,f,0,d080,1d
1091,1091,0,402293a6,00dff01e,0040,14da,f,0,d080,0d
1092,1092,0,402293a6,00dff01e,0040,14da,f,0,d080,25
1093,1093,0,402293a6,00dff01e,0040,14da,f,1,d080,1d
1094,1094,0,402293a6,00dff01e,0040,14da,f,1,d080,1d
1095,1095,0,402293a6,00dff01e,0040,14da,f,1,d080,0d
1096,1096,0,402293a6,00dff01e,0040,14da,f,1,d080,25
1097,1097,0,402293a6,00dff01e,0040,14da,f,1,d080,1d
1098,1098,0,402293a6,00dff01e,0040,14da,f,1,d080,1d
1099,1099,0,402293a6,00dff01e,0040,14da,f,1,d080,0d
1100,1100,0,402293a6,00dff01e,0040,14da,f,1,d080,25
1101,1101,0,402293a6,00dff01e,0040,14da,f,1,d080,1d
1102,1102,0,402293a6,00dff01e,0040,14da,f,1,d080,1d
1103,1103,0,402293a6,00dff01e,0040,14da,f,1,d080,0d
1104,1104,0,402293a6,00dff01e,0040,14da,f,1,d080,25
1105,1105,0,402293a6,00dff01e,0040,14da,f,0,d080,1d
1106,1106,0,402293a6,00dff01e,0040,14da,f,0,d080,1d
1107,1107,0,402293a6,00dff01e,0040,14da,f,0,d080,0d
1108,1108,0,402293a6,00dff01e,0040,14da,f,0,d080,25
1109,1109,0,402293a8,00dff01e,0040,14da,f,1,d281,1d
1110,1110,0,402293a8,00dff01e,0040,14da,f,1,d281,1d
1111,1111,0,402293a8,00dff01e,0040,14da,f,1,d281,0d
1112,1112,0,402293a8,00dff01e,0040,14da,f,1,d281,25
1113,1113,0,402293a8,00dff01e,0040,14da,f,1,d281,1d
1114,1114,0,402293a8,00dff01e,0040,14da,f,1,d281,1d
1115,1115,0,402293a8,00dff01e,0040,14da,f,1,d281,0d
1116,1116,0,402293a8,00dff01e,0040,14da,f,1,d281,25
1117,1117,0,402293a8,00dff01e,0040,14da,f,1,d281,1d
1118,1118,0,402293a8,00dff01e,0040,14da,f,1,d281,1d
1119,1119,0,402293a8,00dff01e,0040,14da,f,1,d281,0d
1120,1120,0,402293a8,00dff01e,0040,14da,f,1,d281,25
1121,1121,0,402293a8,00dff01e,0040,14da,f,0,d281,1d
1122,1122,0,402293a8,00dff01e,0040,14da,f,0,d281,1d
1123,1123,0,402293a8,00dff01e,0040,14da,f,0,d281,0d
1124,1124,0,402293a8,00dff01e,0040,14da,f,0,d281,25
1125,1125,0,402293a8,00dff01e,0040,14da,f,1,d281,1d
1126,1126,0,402293a8,00dff01e,0040,14da,f,1,d281,1d
1127,1127,0,402293a8,00dff01e,0040,14da,f,1,d281,0d
1128,1128,0,402293a8,00dff01e,0040,14da,f,1,d281,25
1129,1129,0,402293aa,00dff01e,0040,14da,f,1,d080,1d
1130,1130,0,402293aa,00dff01e,0040,14da,f,1,d080,1d
1131,1131,0,402293aa,00dff01e,0040,14da,f,1,d080,0d
1132,1132,0,402293aa,00dff01e,0040,14da,f,1,d080,25
1133,1133,0,402293aa,00dff01e,0040,14da,f,1,d080,1d
1134,1134,0,402293aa,00dff01e,0040,14da,f,1,d080,1d
1135,1135,0,402293aa,00dff01e,0040,14da,f,1,d080,0d
1136,1136,0,402293aa,00dff01e,0040,14da,f,1,d080,25
1137,1137,0,402293aa,00dff01e,0040,14da,f,0,d080,1d
1138,1138,0,402293aa,00dff01e,0040,14da,f,0,d080,1d
1139,1139,0,402293aa,00dff01e,0040,14da,f,0,d080,0d
1140,1140,0,402293aa,00dff01e,0040,14da,f,0,d080,25
1141,1141,0,402293aa,00dff01e,0040,14da,f,1,d080,1d
1142,1142,0,402293aa,00dff01e,0040,14da,f,1,d080,1d
1143,1143,0,402293aa,00dff01e,0040,14da,f,1,d080,0d
1144,1144,0,402293aa,00dff01e,0040,14da,f,1,d080,25
1145,1145,0,402293aa,00dff01e,0040,14da,f,1,d080,1d
1146,1146,0,402293aa,00dff01e,0040,14da,f,1,d080,1d
1147,1147,0,402293aa,00dff01e,0040,14da,f,1,d080,0d
1148,1148,0,402293aa,00dff01e,0040,14da,f,1,d080,25
1149,1149,0,402293ac,00dff01e,0040,14da,f,1,d281,1d
1150,1150,0,402293ac,00dff01e,0040,14da,f,1,d281,1d
1151,1151,0,402293ac,00dff01e,0040,14da,f,1,d281,0d
1152,1152,0,402293ac,00dff01e,0040,14da,f,1,d281,25
1153,1153,0,402293ac,00dff01e,0040,14da,f,0,d281,1d
1154,1154,0,402293ac,00dff01e,0040,14da,f,0,d281,1d
1155,1155,0,402293ac,00dff01e,0040,14da,f,0,d281,0d
1156,1156,0,402293ac,00dff01e,0040,14da,f,0,d281,25
1157,1157,0,402293ac,00dff01e,0040,14da,f,1,d281,1d
1158,1158,0,402293ac,00dff01e,0040,14da,f,1,d281,1d
1159,1159,0,402293ac,00dff01e,0040,14da,f,1,d281,0d
1160,1160,0,402293ac,00dff01e,0040,14da,f,1,d281,25
1161,1161,0,402293ac,00dff01e,0040,14da,f,1,d281,1d
1162,1162,0,402293ac,00dff01e,0040,14da,f,1,d281,1d
1163,1163,0,402293ac,00dff01e,0040,14da,f,1,d281,0d
1164,1164,0,402293ac,00dff01e,0040,14da,f,1,d281,25
1165,1165,0,402293ac,00dff01e,0040,14da,f,1,d281,1d
1166,1166,0,402293ac,00dff01e,0040,14da,f,1,d281,1d
1167,1167,0,402293ac,00dff01e,0040,14da,f,1,d281,0d
1168,1168,0,402293ac,00dff01e,0040,14da,f,1,d281,25
1169,1169,0,402293ae,00dff01e,0040,14da,f,0,0680,1d
1170,1170,0,402293ae,00dff01e,0040,14da,f,0,0680,1d
1171,1171,0,402293ae,00dff01e,0040,14da,f,0,0680,0d
1172,1172,0,402293ae,00dff01e,0040,14da,f,0,0680,25
1173,1173,0,402293ae,00dff01e,0040,14da,f,0,0680,1d
1174,1174,0,402293ae,00dff01e,0040,14da,f,0,0680,1d
1175,1175,0,402293ae,00dff01e,0040,14da,f,0,0680,0d
1176,1176,0,402293ae,00dff01e,0040,14da,f,0,0680,25
1177,1177,0,402293b2,00dff01e,0040,14da,f,0,0680,1d
1178,1178,0,402293b2,00dff01e,0040,14da,f,0,0680,1d
1179,1179,0,402293b2,00dff01e,0040,14da,f,0,0680,0d
1180,1180,0,402293b2,00dff01e,0040,14da,f,0,0680,25
1181,1181,0,402293b2,00dff01e,0040,14da,f,1,0680,1d
1182,1182,0,402293b2,00dff01e,0040,14da,f,1,0680,1d
1183,1183,0,402293b2,00dff01e,0040,14da,f,1,0680,0d
1184,1184,0,402293b2,00dff01e,0040,14da,f,1,0680,25
1185,1185,0,402293b2,00dff01e,0040,14da,f,1,0680,1d
1186,1186,0,402293b2,00dff01e,0040,14da,f,1,0680,1d
1187,1187,0,402293b2,00dff01e,0040,14da,f,1,0680,0d
1188,1188,0,402293b2,00dff01e,0040,14da,f,1,0680,25
1189,1189,0,402293b2,00dff01e,0040,14da,f,1,0680,1d
1190,1190,0,402293b2,00dff01e,0040,14da,f,1,0680,1d
1191,1191,0,402293b2,00dff01e,0040,14da,f,1,0680,0d
1192,1192,0,402293b2,00dff01e,0040,14da,f,1,0680,25
1193,1193,0,402293b4,00dff01e,0040,14da,f,0,0481,1d
1194,1194,0,402293b4,00dff01e,0040,14da,f,0,0481,1d
1195,1195,0,402293b4,00dff01e,0040,14da,f,0,0481,0d
1196,1196,0,402293b4,00dff01e,0040,14da,f,0,0481,25
1197,1197,0,402293b4,00dff01e,0040,14da,f,1,0481,1d
1198,1198,0,402293b4,00dff01e,0040,14da,f,1,0481,1d
1199,1199,0,402293b4,00dff01e,0040,14da,f,1,0481,0d
1200,1200,0,402293b4,00dff01e,0040,14da,f,1,0481,25
1201,1201,0,402293b8,00dff01e,0040,14da,f,1,0481,1d
1202,1202,0,402293b8,00dff01e,0040,14da,f,1,0481,1d
1203,1203,0,402293b8,00dff01e,0040,14da,f,1,0481,0d
1204,1204,0,402293b8,00dff01e,0040,14da,f,1,0481,25
1205,1205,0,402293b8,00dff01e,0040,14da,f,1,0481,1d
1206,1206,0,402293b8,00dff01e,0040,14da,f,1,0481,1d
1207,1207,0,402293b8,00dff01e,0040,14da,f,1,0481,0d
1208,1208,0,402293b8,00dff01e,0040,14da,f,1,0481,25
1209,1209,0,402293b8,00dff01e,0040,14da,f,0,0481,1d
1210,1210,0,402293b8,00dff01e,0040,14da,f,0,0481,1d
1211,1211,0,402293b8,00dff01e,0040,14da,f,0,0481,0d
1212,1212,0,402293b8,00dff01e,0040,14da,f,0,0481,25
1213,1213,0,402293b8,00dff01e,0040,14da,f,1,0481,1d
1214,1214,0,402293b8,00dff01e,0040,14da,f,1,0481,1d
1215,1215,0,402293b8,00dff01e,0040,14da,f,1,0481,0d
1216,1216,0,402293b8,00dff01e,0040,14da,f,1,0481,25
1217,1217,0,402293ba,00dff01e,0040,14da,f,1,41f9,1d
1218,1218,0,402293ba,00dff01e,0040,14da,f,1,41f9,1d
1219,1219,0,402293ba,00dff01e,0040,14da,f,1,41f9,0d
1220,1220,0,402293ba,00dff01e,0040,14da,f,1,41f9,25
1221,1221,0,402293ba,00dff01e,0040,14da,f,1,41f9,1d
1222,1222,0,402293ba,00dff01e,0040,14da,f,1,41f9,1d
1223,1223,0,402293ba,00dff01e,0040,14da,f,1,41f9,0d
1224,1224,0,402293ba,00dff01e,0040,14da,f,1,41f9,25
1225,1225,0,402293ba,00dff01e,0040,14da,f,0,41f9,1d
1226,1226,0,402293ba,00dff01e,0040,14da,f,0,41f9,1d
1227,1227,0,402293ba,00dff01e,0040,14da,f,0,41f9,0d
1228,1228,0,402293ba,00dff01e,0040,14da,f,0,41f9,25
1229,1229,0,402293be,00dff01e,0040,14da,f,0,41f9,1d
1230,1230,0,402293be,00dff01e,0040,14da,f,0,41f9,1d
1231,1231,0,402293be,00dff01e,0040,14da,f,0,41f9,0d
1232,1232,0,402293be,00dff01e,0040,14da,f,0,41f9,25
1233,1233,0,402293be,00dff01e,0040,14da,f,0,41f9,1d
1234,1234,0,402293be,00dff01e,0040,14da,f,0,41f9,1d
1235,1235,0,402293be,00dff01e,0040,14da,f,0,41f9,0d
1236,1236,0,402293be,00dff01e,0040,14da,f,0,41f9,25
1237,1237,0,402293be,00dff01e,0040,14da,f,1,41f9,1d
1238,1238,0,402293be,00dff01e,0040,14da,f,1,41f9,1d
1239,1239,0,402293be,00dff01e,0040,14da,f,1,41f9,0d
1240,1240,0,402293be,00dff01e,0040,14da,f,1,41f9,25
1241,1241,0,402293c0,00dff01e,0040,14da,f,1,2028,1d
1242,1242,0,402293c0,00dff01e,0040,14da,f,1,2028,1d
1243,1243,0,402293c0,00dff01e,0040,14da,f,1,2028,0d
1244,1244,0,402293c0,00dff01e,0040,14da,f,1,2028,25
1245,1245,0,402293c0,00dff01e,0040,14da,f,1,2028,1d
1246,1246,0,402293c0,00dff01e,0040,14da,f,1,2028,1d
1247,1247,0,402293c0,00dff01e,0040,14da,f,1,2028,0d
1248,1248,0,402293c0,00dff01e,0040,14da,f,1,2028,25
1249,1249,0,402293c0,00dff01e,0040,14da,f,0,2028,1d
1250,1250,0,402293c0,00dff01e,0040,14da,f,0,2028,1d
1251,1251,0,402293c0,00dff01e,0040,14da,f,0,2028,0d
1252,1252,0,402293c0,00dff01e,0040,14da,f,0,2028,25
1253,1253,0,402293c0,00dff01e,0040,14da,f,0,2028,1d
1254,1254,0,402293c0,00dff01e,0040,14da,f,0,2028,1d
1255,1255,0,402293c0,00dff01e,0040,14da,f,0,2028,0d
1256,1256,0,402293c0,00dff01e,0040,14da,f,0,2028,25
1257,1257,0,402293c2,00dff01e,0040,14da,f,1,2028,1d
1258,1258,0,402293c2,00dff01e,0040,14da,f,1,2028,1d
1259,1259,0,402293c2,00dff01e,0040,14da,f,1,2028,0d
1260,1260,0,402293c2,00dff01e,0040,14da,f,1,2028,25
1261,1261,0,402293c2,00dff01e,0040,14da,f,1,2028,1d
1262,1262,0,402293c2,00dff01e,0040,14da,f,1,2028,1d
1263,1263,0,402293c2,00dff01e,0040,14da,f,1,2028,0d
1264,1264,0,402293c2,00dff01e,0040,14da,f,1,2028,25
1265,1265,0,402293c2,00dff01e,0040,14da,f,1,2028,1d
1266,1266,0,402293c2,00dff01e,0040,14da,f,1,2028,1d
1267,1267,0,402293c2,00dff01e,0040,14da,f,1,2028,0d
1268,1268,0,402293c2,00dff01e,0040,14da,f,1,2028,25
1269,1269,0,402293c2,00dff01e,0040,14da,f,0,2028,1d
1270,1270,0,402293c2,00dff01e,0040,14da,f,0,2028,1d
1271,1271,0,402293c2,00dff01e,0040,14da,f,0,2028,0d
1272,1272,0,402293c2,00dff01e,0040,14da,f,0,2028,25
1273,1273,0,402293c2,00dff01e,0040,14da,f,1,2028,1d
1274,1274,0,402293c2,00dff01e,0040,14da,f,1,2028,1d
1275,1275,0,402293c2,00dff01e,0040,14da,f,1,2028,0d
1276,1276,0,402293c2,00dff01e,0040,14da,f,1,2028,25
1277,1277,0,402293c2,00dff01e,0040,14da,f,1,2028,1d
1278,1278,0,402293c2,00dff01e,0040,14da,f,1,2028,1d
1279,1279,0,402293c2,00dff01e,0040,14da,f,1,2028,0d
1280,1280,0,402293c2,00dff01e,0040,14da,f,1,2028,25
1281,1281,0,402293c2,00dff01e,0040,14da,f,1,2028,1d
1282,1282,0,402293c2,00dff01e,0040,14da,f,1,2028,1d
1283,1283,0,402293c2,00dff01e,0040,14da,f,1,2028,0d
1284,1284,0,402293c2,00dff01e,0040,14da,f,1,2028,25
1285,1285,0,402293c2,00dff01e,0040,14da,f,0,2028,1d
1286,1286,0,402293c2,00dff01e,0040,14da,f,0,2028,1d
1287,1287,0,402293c2,00dff01e,0040,14da,f,0,2028,0d
1288,1288,0,402293c2,00dff01e,0040,14da,f,0,2028,25
1289,1289,0,402293c2,00dff01e,0040,14da,f,0,2028,1d
1290,1290,0,402293c2,00dff01e,0040,14da,f,0,2028,1d
1291,1291,0,402293c2,00dff01e,0040,14da,f,0,2028,0d
1292,1292,0,402293c2,00dff01e,0040,14da,f,0,2028,25
1293,1293,0,402293c2,00dff01e,0040,14da,f,0,2028,1d
1294,1294,0,402293c2,00dff01e,0040,14da,f,0,2028,1d
1295,1295,0,402293c2,00dff01e,0040,14da,f,0,2028,0d
1296,1296,0,402293c2,00dff01e,0040,14da,f,0,2028,25
1297,1297,0,402293c4,00dff01e,0040,14da,f,0,4881,1d
1298,1298,0,402293c4,00dff01e,0040,14da,f,0,4881,1d
1299,1299,0,402293c4,00dff01e,0040,14da,f,0,4881,0d
1300,1300,0,402293c4,00dff01e,0040,14da,f,0,4881,25
1301,1301,0,402293c4,00dff01e,0040,14da,f,1,4881,1d
1302,1302,0,402293c4,00dff01e,0040,14da,f,1,4881,1d
1303,1303,0,402293c4,00dff01e,0040,14da,f,1,4881,0d
1304,1304,0,402293c4,00dff01e,0040,14da,f,1,4881,25
1305,1305,0,402293c4,00dff01e,0040,14da,f,1,4881,1d
1306,1306,0,402293c4,00dff01e,0040,14da,f,1,4881,1d
1307,1307,0,402293c4,00dff01e,0040,14da,f,1,4881,0d
1308,1308,0,402293c4,00dff01e,0040,14da,f,1,4881,25
1309,1309,0,402293c4,00dff01e,0040,14da,f,1,4881,1d
1310,1310,0,402293c4,00dff01e,0040,14da,f,1,4881,1d
1311,1311,0,402293c4,00dff01e,0040,14da,f,1,4881,0d
1312,1312,0,402293c4,00dff01e,0040,14da,f,1,4881,25
1313,1313,0,402293c4,00dff01e,0040,14da,f,0,4881,1d
1314,1314,0,402293c4,00dff01e,0040,14da,f,0,4881,1d
1315,1315,0,402293c4,00dff01e,0040,14da,f,0,4881,0d
1316,1316,0,402293c4,00dff01e,0040,14da,f,0,4881,25
1317,1317,0,402293c6,00dff01e,0040,14da,f,0,48c1,1d
1318,1318,0,402293c6,00dff01e,0040,14da,f,0,48c1,1d
1319,1319,0,402293c6,00dff01e,0040,14da,f,0,48c1,0d
1320,1320,0,402293c6,00dff01e,0040,14da,f,0,48c1,25
1321,1321,0,402293c6,00dff01e,0040,14da,f,0,48c1,1d
1322,1322,0,402293c6,00dff01e,0040,14da,f,0,48c1,1d
1323,1323,0,402293c6,00dff01e,0040,14da,f,0,48c1,0d
1324,1324,0,402293c6,00dff01e,0040,14da,f,0,48c1,25
1325,1325,0,402293c6,00dff01e,0040,14da,f,0,48c1,1d
1326,1326,0,402293c6,00dff01e,0040,14da,f,0,48c1,1d
1327,1327,0,402293c6,00dff01e,0040,14da,f,0,48c1,0d
1328,1328,0,402293c6,00dff01e,0040,14da,f,0,48c1,25
1329,1329,0,402293c6,00dff01e,0040,14da,f,0,48c1,1d
1330,1330,0,402293c6,00dff01e,0040,14da,f,0,48c1,1d
1331,1331,0,402293c6,00dff01e,0040,14da,f,0,48c1,0d
1332,1332,0,402293c6,00dff01e,0040,14da,f,0,48c1,25
1333,1333,0,402293c6,00dff01e,0040,14da,f,0,48c1,1d
1334,1334,0,402293c6,00dff01e,0040,14da,f,0,48c1,1d
1335,1335,0,402293c6,00dff01e,0040,14da,f,0,48c1,0d
1336,1336,0,402293c6,00dff01e,0040,14da,f,0,48c1,25
1337,1337,0,402293c8,00dff01e,0040,14da,f,0,2028,1d
1338,1338,0,402293c8,00dff01e,0040,14da,f,0,2028,1d
1339,1339,0,402293c8,00dff01e,0040,14da,f,0,2028,0d
1340,1340,0,402293c8,00dff01e,0040,14da,f,0,2028,25
1341,1341,0,402293c8,00dff01e,0040,14da,f,1,2028,1d
1342,1342,0,402293c8,00dff01e,0040,14da,f,1,2028,1d
1343,1343,0,402293c8,00dff01e,0040,14da,f,1,2028,0d
1344,1344,0,402293c8,00dff01e,0040,14da,f,1,2028,25
1345,1345,0,402293c8,00dff01e,0040,14da,f,1,2028,1d
1346,1346,0,402293c8,00dff01e,0040,14da,f,1,2028,1d
1347,1347,0,402293c8,00dff01e,0040,14da,f,1,2028,0d
1348,1348,0,402293c8,00dff01e,0040,14da,f,1,2028,25
1349,1349,0,402293c8,00dff01e,0040,14da,f,1,2028,1d
1350,1350,0,402293c8,00dff01e,0040,14da,f,1,2028,1d
1351,1351,0,402293c8,00dff01e,0040,14da,f,1,2028,0d
1352,1352,0,402293c8,00dff01e,0040,14da,f,1,2028,25
1353,1353,0,402293ca,00dff01e,0040,14da,f,0,2028,1d
1354,1354,0,402293ca,00dff01e,0040,14da,f,0,2028,1d
1355,1355,0,402293ca,00dff01e,0040,14da,f,0,2028,0d
1356,1356,0,402293ca,00dff01e,0040,14da,f,0,2028,25
1357,1357,0,402293ca,00dff01e,0040,14da,f,0,2028,1d
1358,1358,0,402293ca,00dff01e,0040,14da,f,0,2028,1d
1359,1359,0,402293ca,00dff01e,0040,14da,f,0,2028,0d
1360,1360,0,402293ca,00dff01e,0040,14da,f,0,2028,25
1361,1361,0,402293ca,00dff01e,0040,14da,f,0,2028,1d
1362,1362,0,402293ca,00dff01e,0040,14da,f,0,2028,1d
1363,1363,0,402293ca,00dff01e,0040,14da,f,0,2028,0d
1364,1364,0,402293ca,00dff01e,0040,14da,f,0,2028,25
1365,1365,0,402293ca,00dff01e,0040,14da,f,1,2028,1d
1366,1366,0,402293ca,00dff01e,0040,14da,f,1,2028,1d
1367,1367,0,402293ca,00dff01e,0040,14da,f,1,2028,0d
1368,1368,0,402293ca,00dff01e,0040,14da,f,1,2028,25
