Sample in Buffer,Sample in Window,TRIGGER,openaars_virtual_top/dbg_pc[31:0],openaars_virtual_top/tg68_adr[31:0],openaars_virtual_top/tg68_dat_in[15:0],openaars_virtual_top/tg68_dat_out[15:0],openaars_virtual_top/g_cpu040_ila.bus_ctl[3:0],openaars_virtual_top/dbg_flags[3:0],openaars_virtual_top/dbg_ir[15:0],openaars_virtual_top/tg68_cpustate_1[6:0]
175,175,0,4022986e,00dff01e,0040,14da,f,1,4cde,22
176,176,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
177,177,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
178,178,0,4022986e,00dff01e,0040,14da,f,1,4cde,0d
179,179,0,4022986e,00dff01e,0040,14da,f,1,4cde,25
180,180,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
181,181,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
182,182,0,4022986e,00dff01e,0040,14da,f,0,4cde,0d
183,183,0,4022986e,00dff01e,0040,14da,f,0,4cde,25
184,184,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
185,185,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
186,186,0,4022986e,00dff01e,0040,14da,f,0,4cde,0d
187,187,0,4022986e,00dff01e,0040,14da,f,0,4cde,25
188,188,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
189,189,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
190,190,0,4022986e,00dff01e,0040,14da,f,0,4cde,0d
191,191,0,4022986e,00dff01e,0040,14da,f,0,4cde,25
192,192,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
193,193,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
194,194,0,4022986e,00dff01e,0040,14da,f,1,4cde,0d
195,195,0,4022986e,00dff01e,0040,14da,f,1,4cde,25
196,196,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
197,197,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
198,198,0,4022986e,00dff01e,0040,14da,f,1,4cde,0d
199,199,0,4022986e,00dff01e,0040,14da,f,1,4cde,25
200,200,0,4022986e,00dff01e,0040,14da,f,1,4cde,1e
201,201,0,4022986e,00dff01e,0040,14da,f,1,4cde,1e
202,202,0,4022986e,00dff01e,0040,14da,f,1,4cde,0e
203,203,0,4022986e,00dff01e,0040,14da,f,1,4cde,22
204,204,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
205,205,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
206,206,0,4022986e,00dff01e,0040,14da,f,1,4cde,0d
207,207,0,4022986e,00dff01e,0040,14da,f,1,4cde,25
208,208,0,4022986e,00dff01e,0040,14da,f,1,4cde,1e
209,209,0,4022986e,00dff01e,0040,14da,f,1,4cde,1e
210,210,0,4022986e,00dff01e,0040,14da,f,1,4cde,0e
211,211,0,4022986e,00dff01e,0040,14da,f,1,4cde,22
212,212,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
213,213,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
214,214,0,4022986e,00dff01e,0040,14da,f,1,4cde,0d
215,215,0,4022986e,00dff01e,0040,14da,f,1,4cde,25
216,216,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
217,217,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
218,218,0,4022986e,00dff01e,0040,14da,f,0,4cde,0d
219,219,0,4022986e,00dff01e,0040,14da,f,0,4cde,25
220,220,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
221,221,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
222,222,0,4022986e,00dff01e,0040,14da,f,0,4cde,0d
223,223,0,4022986e,00dff01e,0040,14da,f,0,4cde,25
224,224,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
225,225,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
226,226,0,4022986e,00dff01e,0040,14da,f,0,4cde,0d
227,227,0,4022986e,00dff01e,0040,14da,f,0,4cde,25
228,228,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
229,229,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
230,230,0,4022986e,00dff01e,0040,14da,f,1,4cde,0d
231,231,0,4022986e,00dff01e,0040,14da,f,1,4cde,25
232,232,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
233,233,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
234,234,0,4022986e,00dff01e,0040,14da,f,1,4cde,0d
235,235,0,4022986e,00dff01e,0040,14da,f,1,4cde,25
236,236,0,4022986e,00dff01e,0040,14da,f,1,4cde,1e
237,237,0,4022986e,00dff01e,0040,14da,f,1,4cde,1e
238,238,0,4022986e,00dff01e,0040,14da,f,1,4cde,0e
239,239,0,4022986e,00dff01e,0040,14da,f,1,4cde,02
240,240,0,4022986e,00dff01e,0040,14da,f,1,4cde,02
241,241,0,4022986e,00dff01e,0040,14da,f,1,4cde,02
242,242,0,4022986e,00dff01e,0040,14da,f,1,4cde,02
243,243,0,4022986e,00dff01e,0040,14da,f,1,4cde,02
244,244,0,4022986e,00dff01e,0040,14da,f,1,4cde,02
245,245,0,4022986e,00dff01e,0040,14da,f,1,4cde,02
246,246,0,4022986e,00dff01e,0040,14da,f,1,4cde,02
247,247,0,4022986e,00dff01e,0040,14da,f,1,4cde,02
248,248,0,4022986e,00dff01e,0040,14da,f,1,4cde,02
249,249,0,4022986e,00dff01e,0040,14da,f,1,4cde,02
250,250,0,4022986e,00dff01e,0040,14da,f,1,4cde,02
251,251,0,4022986e,00dff01e,0040,14da,f,1,4cde,02
252,252,0,4022986e,00dff01e,0040,14da,f,1,4cde,02
253,253,0,4022986e,00dff01e,0040,14da,f,1,4cde,02
254,254,0,4022986e,00dff01e,0040,14da,f,1,4cde,02
255,255,0,4022986e,00dff01e,0040,14da,f,1,4cde,02
256,256,0,4022986e,00dff01e,0040,14da,f,1,4cde,02
257,257,0,4022986e,00dff01e,0040,14da,f,1,4cde,02
258,258,0,4022986e,00dff01e,0040,14da,f,1,4cde,02
259,259,0,4022986e,00dff01e,0040,14da,f,1,4cde,02
260,260,0,4022986e,00dff01e,0040,14da,f,1,4cde,02
261,261,0,4022986e,00dff01e,0040,14da,f,1,4cde,02
262,262,0,4022986e,00dff01e,0040,14da,f,1,4cde,02
263,263,0,4022986e,00dff01e,0040,14da,f,1,4cde,22
264,264,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
265,265,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
266,266,0,4022986e,00dff01e,0040,14da,f,1,4cde,0d
267,267,0,4022986e,00dff01e,0040,14da,f,1,4cde,25
268,268,0,4022986e,00dff01e,0040,14da,f,1,4cde,1e
269,269,0,4022986e,00dff01e,0040,14da,f,1,4cde,1e
270,270,0,4022986e,00dff01e,0040,14da,f,1,4cde,0e
271,271,0,4022986e,00dff01e,0040,14da,f,1,4cde,22
272,272,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
273,273,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
274,274,0,4022986e,00dff01e,0040,14da,f,1,4cde,0d
275,275,0,4022986e,00dff01e,0040,14da,f,1,4cde,25
276,276,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
277,277,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
278,278,0,4022986e,00dff01e,0040,14da,f,0,4cde,0d
279,279,0,4022986e,00dff01e,0040,14da,f,0,4cde,25
280,280,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
281,281,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
282,282,0,4022986e,00dff01e,0040,14da,f,0,4cde,0d
283,283,0,4022986e,00dff01e,0040,14da,f,0,4cde,25
284,284,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
285,285,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
286,286,0,4022986e,00dff01e,0040,14da,f,0,4cde,0d
287,287,0,4022986e,00dff01e,0040,14da,f,0,4cde,25
288,288,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
289,289,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
290,290,0,4022986e,00dff01e,0040,14da,f,1,4cde,0d
291,291,0,4022986e,00dff01e,0040,14da,f,1,4cde,25
292,292,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
293,293,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
294,294,0,4022986e,00dff01e,0040,14da,f,1,4cde,0d
295,295,0,4022986e,00dff01e,0040,14da,f,1,4cde,25
296,296,0,4022986e,00dff01e,0040,14da,f,1,4cde,1e
297,297,0,4022986e,00dff01e,0040,14da,f,1,4cde,1e
298,298,0,4022986e,00dff01e,0040,14da,f,1,4cde,0e
299,299,0,4022986e,00dff01e,0040,14da,f,1,4cde,22
300,300,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
301,301,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
302,302,0,4022986e,00dff01e,0040,14da,f,1,4cde,0d
303,303,0,4022986e,00dff01e,0040,14da,f,1,4cde,25
304,304,0,4022986e,00dff01e,0040,14da,f,1,4cde,1e
305,305,0,4022986e,00dff01e,0040,14da,f,1,4cde,1e
306,306,0,4022986e,00dff01e,0040,14da,f,1,4cde,0e
307,307,0,4022986e,00dff01e,0040,14da,f,1,4cde,22
308,308,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
309,309,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
310,310,0,4022986e,00dff01e,0040,14da,f,1,4cde,0d
311,311,0,4022986e,00dff01e,0040,14da,f,1,4cde,25
312,312,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
313,313,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
314,314,0,4022986e,00dff01e,0040,14da,f,0,4cde,0d
315,315,0,4022986e,00dff01e,0040,14da,f,0,4cde,25
316,316,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
317,317,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
318,318,0,4022986e,00dff01e,0040,14da,f,0,4cde,0d
319,319,0,4022986e,00dff01e,0040,14da,f,0,4cde,25
320,320,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
321,321,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
322,322,0,4022986e,00dff01e,0040,14da,f,0,4cde,0d
323,323,0,4022986e,00dff01e,0040,14da,f,0,4cde,25
324,324,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
325,325,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
326,326,0,4022986e,00dff01e,0040,14da,f,1,4cde,0d
327,327,0,4022986e,00dff01e,0040,14da,f,1,4cde,25
328,328,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
329,329,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
330,330,0,4022986e,00dff01e,0040,14da,f,1,4cde,0d
331,331,0,4022986e,00dff01e,0040,14da,f,1,4cde,25
332,332,0,4022986e,00dff01e,0040,14da,f,1,4cde,1e
333,333,0,4022986e,00dff01e,0040,14da,f,1,4cde,1e
334,334,0,4022986e,00dff01e,0040,14da,f,1,4cde,0e
335,335,0,4022986e,00dff01e,0040,14da,f,1,4cde,22
336,336,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
337,337,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
338,338,0,4022986e,00dff01e,0040,14da,f,1,4cde,0d
339,339,0,4022986e,00dff01e,0040,14da,f,1,4cde,25
340,340,0,4022986e,00dff01e,0040,14da,f,1,4cde,1e
341,341,0,4022986e,00dff01e,0040,14da,f,1,4cde,1e
342,342,0,4022986e,00dff01e,0040,14da,f,1,4cde,0e
343,343,0,4022986e,00dff01e,0040,14da,f,1,4cde,22
344,344,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
345,345,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
346,346,0,4022986e,00dff01e,0040,14da,f,1,4cde,0d
347,347,0,4022986e,00dff01e,0040,14da,f,1,4cde,25
348,348,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
349,349,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
350,350,0,4022986e,00dff01e,0040,14da,f,0,4cde,0d
351,351,0,4022986e,00dff01e,0040,14da,f,0,4cde,25
352,352,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
353,353,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
354,354,0,4022986e,00dff01e,0040,14da,f,0,4cde,0d
355,355,0,4022986e,00dff01e,0040,14da,f,0,4cde,25
356,356,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
357,357,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
358,358,0,4022986e,00dff01e,0040,14da,f,0,4cde,0d
359,359,0,4022986e,00dff01e,0040,14da,f,0,4cde,25
360,360,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
361,361,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
362,362,0,4022986e,00dff01e,0040,14da,f,1,4cde,0d
363,363,0,4022986e,00dff01e,0040,14da,f,1,4cde,25
364,364,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
365,365,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
366,366,0,4022986e,00dff01e,0040,14da,f,1,4cde,0d
367,367,0,4022986e,00dff01e,0040,14da,f,1,4cde,25
368,368,0,4022986e,00dff01e,0040,14da,f,1,4cde,1e
369,369,0,4022986e,00dff01e,0040,14da,f,1,4cde,1e
370,370,0,4022986e,00dff01e,0040,14da,f,1,4cde,0e
371,371,0,4022986e,00dff01e,0040,14da,f,1,4cde,22
372,372,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
373,373,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
374,374,0,4022986e,00dff01e,0040,14da,f,1,4cde,0d
375,375,0,4022986e,00dff01e,0040,14da,f,1,4cde,25
376,376,0,4022986e,00dff01e,0040,14da,f,1,4cde,1e
377,377,0,4022986e,00dff01e,0040,14da,f,1,4cde,1e
378,378,0,4022986e,00dff01e,0040,14da,f,1,4cde,0e
379,379,0,4022986e,00dff01e,0040,14da,f,1,4cde,22
380,380,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
381,381,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
382,382,0,4022986e,00dff01e,0040,14da,f,1,4cde,0d
383,383,0,4022986e,00dff01e,0040,14da,f,1,4cde,25
384,384,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
385,385,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
386,386,0,4022986e,00dff01e,0040,14da,f,0,4cde,0d
387,387,0,4022986e,00dff01e,0040,14da,f,0,4cde,25
388,388,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
389,389,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
390,390,0,4022986e,00dff01e,0040,14da,f,0,4cde,0d
391,391,0,4022986e,00dff01e,0040,14da,f,0,4cde,25
392,392,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
393,393,0,4022986e,00dff01e,0040,14da,f,0,4cde,1d
394,394,0,4022986e,00dff01e,0040,14da,f,0,4cde,0d
395,395,0,4022986e,00dff01e,0040,14da,f,0,4cde,25
396,396,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
397,397,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
398,398,0,4022986e,00dff01e,0040,14da,f,1,4cde,0d
399,399,0,4022986e,00dff01e,0040,14da,f,1,4cde,25
400,400,0,4022986e,00dff01e,0040,14da,f,1,4cde,1d
