Sample in Buffer,Sample in Window,TRIGGER,openaars_virtual_top/dbg_pc[31:0],openaars_virtual_top/tg68_adr[31:0],openaars_virtual_top/tg68_dat_in[15:0],openaars_virtual_top/tg68_dat_out[15:0],openaars_virtual_top/g_cpu040_ila.bus_ctl[3:0],openaars_virtual_top/dbg_flags[3:0],openaars_virtual_top/dbg_ir[15:0],openaars_virtual_top/tg68_cpustate_1[6:0]
57,57,0,4020c3d0,00dff09a,ffff,c000,f,1,48e7,25
58,58,0,4020c3d0,00dff09a,ffff,c000,f,1,48e7,1d
59,59,0,4020c3d0,00dff09a,ffff,c000,f,1,48e7,1d
60,60,0,4020c3d0,00dff09a,ffff,c000,f,1,48e7,0d
61,61,0,4020c3d0,00dff09a,ffff,c000,f,1,48e7,25
62,62,0,4020c3d0,00dff09a,ffff,c000,f,0,48e7,1f
63,63,0,4020c3d0,00dff09a,ffff,c000,f,0,48e7,1f
64,64,0,4020c3d0,00dff09a,ffff,c000,f,0,48e7,0f
65,65,0,4020c3d0,00dff09a,ffff,c000,f,0,48e7,03
66,66,0,4020c3d0,00dff09a,ffff,c000,f,0,48e7,03
67,67,0,4020c3d0,00dff09a,ffff,c000,f,0,48e7,03
68,68,0,4020c3d0,00dff09a,ffff,c000,f,0,48e7,03
69,69,0,4020c3d0,00dff09a,ffff,c000,f,0,48e7,23
70,70,0,4020c3d0,00dff09a,ffff,c000,f,0,48e7,1d
71,71,0,4020c3d0,00dff09a,ffff,c000,f,0,48e7,1d
72,72,0,4020c3d0,00dff09a,ffff,c000,f,0,48e7,0d
73,73,0,4020c3d0,00dff09a,ffff,c000,f,0,48e7,25
74,74,0,4020c3d2,00dff09a,ffff,c000,f,0,2849,1f
75,75,0,4020c3d2,00dff09a,ffff,c000,f,0,2849,1f
76,76,0,4020c3d2,00dff09a,ffff,c000,f,0,2849,0f
77,77,0,4020c3d2,00dff09a,ffff,c000,f,0,2849,03
78,78,0,4020c3d2,00dff09a,ffff,c000,f,0,2849,03
79,79,0,4020c3d2,00dff09a,ffff,c000,f,0,2849,03
80,80,0,4020c3d2,00dff09a,ffff,c000,f,0,2849,03
81,81,0,4020c3d2,00dff09a,ffff,c000,f,0,2849,23
82,82,0,4020c3d2,00dff09a,ffff,c000,f,0,2849,1d
83,83,0,4020c3d2,00dff09a,ffff,c000,f,0,2849,1d
84,84,0,4020c3d2,00dff09a,ffff,c000,f,0,2849,0d
85,85,0,4020c3d2,00dff09a,ffff,c000,f,0,2849,25
86,86,0,4020c3d2,00dff09a,ffff,c000,f,0,2849,1d
87,87,0,4020c3d2,00dff09a,ffff,c000,f,0,2849,1d
88,88,0,4020c3d2,00dff09a,ffff,c000,f,0,2849,0d
89,89,0,4020c3d2,00dff09a,ffff,c000,f,0,2849,25
90,90,0,4020c3d2,00dff09a,ffff,c000,f,0,2849,1d
91,91,0,4020c3d2,00dff09a,ffff,c000,f,0,2849,1d
92,92,0,4020c3d2,00dff09a,ffff,c000,f,0,2849,0d
93,93,0,4020c3d2,00dff09a,ffff,c000,f,0,2849,25
94,94,0,4020c3d2,00dff09a,ffff,c000,f,0,2849,1d
95,95,0,4020c3d2,00dff09a,ffff,c000,f,0,2849,1d
96,96,0,4020c3d2,00dff09a,ffff,c000,f,0,2849,0d
97,97,0,4020c3d2,00dff09a,ffff,c000,f,0,2849,25
98,98,0,4020c3d4,00dff09a,ffff,c000,f,0,2448,1d
99,99,0,4020c3d4,00dff09a,ffff,c000,f,0,2448,1d
100,100,0,4020c3d4,00dff09a,ffff,c000,f,0,2448,0d
101,101,0,4020c3d4,00dff09a,ffff,c000,f,0,2448,25
102,102,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,1d
103,103,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,1d
104,104,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,0d
105,105,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,25
106,106,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,1d
107,107,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,1d
108,108,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,0d
109,109,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,25
110,110,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,1d
111,111,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,1d
112,112,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,0e
113,113,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,02
114,114,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,02
115,115,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,02
116,116,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,02
117,117,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,02
118,118,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,02
119,119,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,02
120,120,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,02
121,121,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,02
122,122,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,02
123,123,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,02
124,124,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,02
125,125,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,25
126,126,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,1d
127,127,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,1e
128,128,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,0e
129,129,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,02
130,130,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,02
131,131,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,02
132,132,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,02
133,133,0,4020c3d4,00dff09a,ffff,c000,f,1,2448,25
134,134,0,4020c3d6,00dff09a,ffff,c000,f,1,2f48,1e
135,135,0,4020c3d6,00dff09a,ffff,c000,f,1,2f48,1d
136,136,0,4020c3d6,00dff09a,ffff,c000,f,1,2f48,0e
137,137,0,4020c3d6,00dff09a,ffff,c000,f,1,2f48,25
138,138,0,4020c3d6,00dff09a,ffff,c000,f,1,2f48,1e
139,139,0,4020c3d6,00dff09a,ffff,c000,f,1,2f48,1d
140,140,0,4020c3d6,00dff09a,ffff,c000,f,1,2f48,0e
141,141,0,4020c3d6,00dff09a,ffff,c000,f,1,2f48,25
142,142,0,4020c3d6,00dff09a,ffff,c000,f,1,2f48,1e
143,143,0,4020c3d6,00dff09a,ffff,c000,f,1,2f48,1d
144,144,0,4020c3d6,00dff09a,ffff,c000,f,1,2f48,0e
145,145,0,4020c3d6,00dff09a,ffff,c000,f,1,2f48,25
146,146,0,4020c3d6,00dff09a,ffff,c000,f,1,2f48,1d
147,147,0,4020c3d6,00dff09a,ffff,c000,f,1,2f48,1d
148,148,0,4020c3d6,00dff09a,ffff,c000,f,1,2f48,0d
149,149,0,4020c3d6,00dff09a,ffff,c000,f,1,2f48,25
150,150,0,4020c3d6,00dff09a,ffff,c000,f,1,2f48,1d
151,151,0,4020c3d6,00dff09a,ffff,c000,f,1,2f48,1d
152,152,0,4020c3d6,00dff09a,ffff,c000,f,1,2f48,0d
153,153,0,4020c3d6,00dff09a,ffff,c000,f,1,2f48,25
154,154,0,4020c3d6,00dff09a,ffff,c000,f,1,2f48,1d
155,155,0,4020c3d6,00dff09a,ffff,c000,f,1,2f48,1d
156,156,0,4020c3d6,00dff09a,ffff,c000,f,1,2f48,0d
157,157,0,4020c3d6,00dff09a,ffff,c000,f,1,2f48,25
158,158,0,4020c3d8,00dff09a,ffff,c000,f,1,2f48,1d
159,159,0,4020c3d8,00dff09a,ffff,c000,f,1,2f48,1d
160,160,0,4020c3d8,00dff09a,ffff,c000,f,1,2f48,0d
161,161,0,4020c3d8,00dff09a,ffff,c000,f,1,2f48,25
162,162,0,4020c3d8,00dff09a,ffff,c000,f,1,2f48,1d
163,163,0,4020c3d8,00dff09a,ffff,c000,f,1,2f48,1d
164,164,0,4020c3d8,00dff09a,ffff,c000,f,1,2f48,0d
165,165,0,4020c3d8,00dff09a,ffff,c000,f,1,2f48,25
166,166,0,4020c3d8,00dff09a,ffff,c000,f,1,2f48,1d
167,167,0,4020c3d8,00dff09a,ffff,c000,f,1,2f48,1d
168,168,0,4020c3d8,00dff09a,ffff,c000,f,1,2f48,0d
169,169,0,4020c3d8,00dff09a,ffff,c000,f,1,2f48,25
170,170,0,4020c3d8,00dff09a,ffff,c000,f,0,2f48,1d
171,171,0,4020c3d8,00dff09a,ffff,c000,f,0,2f48,1d
172,172,0,4020c3d8,00dff09a,ffff,c000,f,0,2f48,0d
173,173,0,4020c3d8,00dff09a,ffff,c000,f,0,2f48,25
174,174,0,4020c3d8,00dff09a,ffff,c000,f,1,2f48,1d
175,175,0,4020c3d8,00dff09a,ffff,c000,f,1,2f48,1d
176,176,0,4020c3d8,00dff09a,ffff,c000,f,1,2f48,0d
177,177,0,4020c3d8,00dff09a,ffff,c000,f,1,2f48,25
178,178,0,4020c3d8,00dff09a,ffff,c000,f,1,2f48,1d
179,179,0,4020c3d8,00dff09a,ffff,c000,f,1,2f48,1d
180,180,0,4020c3d8,00dff09a,ffff,c000,f,1,2f48,0d
181,181,0,4020c3d8,00dff09a,ffff,c000,f,1,2f48,25
182,182,0,4020c3d8,00dff09a,ffff,c000,f,0,2f48,1f
183,183,0,4020c3d8,00dff09a,ffff,c000,f,0,2f48,1f
184,184,0,4020c3d8,00dff09a,ffff,c000,f,0,2f48,0f
185,185,0,4020c3d8,00dff09a,ffff,c000,f,0,2f48,03
186,186,0,4020c3d8,00dff09a,ffff,c000,f,0,2f48,03
187,187,0,4020c3d8,00dff09a,ffff,c000,f,0,2f48,03
188,188,0,4020c3d8,00dff09a,ffff,c000,f,0,2f48,03
189,189,0,4020c3d8,00dff09a,ffff,c000,f,0,2f48,23
190,190,0,4020c3d8,00dff09a,ffff,c000,f,1,2f48,1d
191,191,0,4020c3d8,00dff09a,ffff,c000,f,1,2f48,1d
192,192,0,4020c3d8,00dff09a,ffff,c000,f,1,2f48,0d
193,193,0,4020c3d8,00dff09a,ffff,c000,f,1,2f48,25
194,194,0,4020c3da,00dff09a,ffff,c000,f,1,2f49,1f
195,195,0,4020c3da,00dff09a,ffff,c000,f,1,2f49,1f
196,196,0,4020c3da,00dff09a,ffff,c000,f,1,2f49,0f
197,197,0,4020c3da,00dff09a,ffff,c000,f,1,2f49,03
198,198,0,4020c3da,00dff09a,ffff,c000,f,1,2f49,03
199,199,0,4020c3da,00dff09a,ffff,c000,f,1,2f49,03
200,200,0,4020c3da,00dff09a,ffff,c000,f,1,2f49,03
201,201,0,4020c3da,00dff09a,ffff,c000,f,1,2f49,23
202,202,0,4020c3da,00dff09a,ffff,c000,f,1,2f49,1d
203,203,0,4020c3da,00dff09a,ffff,c000,f,1,2f49,1d
204,204,0,4020c3da,00dff09a,ffff,c000,f,1,2f49,0d
205,205,0,4020c3da,00dff09a,ffff,c000,f,1,2f49,25
206,206,0,4020c3da,00dff09a,ffff,c000,f,0,2f49,1d
207,207,0,4020c3da,00dff09a,ffff,c000,f,0,2f49,1d
208,208,0,4020c3da,00dff09a,ffff,c000,f,0,2f49,0d
209,209,0,4020c3da,00dff09a,ffff,c000,f,0,2f49,25
210,210,0,4020c3da,00dff09a,ffff,c000,f,0,2f49,1d
211,211,0,4020c3da,00dff09a,ffff,c000,f,0,2f49,1d
212,212,0,4020c3da,00dff09a,ffff,c000,f,0,2f49,0d
213,213,0,4020c3da,00dff09a,ffff,c000,f,0,2f49,25
214,214,0,4020c3da,00dff09a,ffff,c000,f,0,2f49,1d
215,215,0,4020c3da,00dff09a,ffff,c000,f,0,2f49,1d
216,216,0,4020c3da,00dff09a,ffff,c000,f,0,2f49,0d
217,217,0,4020c3da,00dff09a,ffff,c000,f,0,2f49,25
218,218,0,4020c3da,00dff09a,ffff,c000,f,0,2f49,1d
219,219,0,4020c3da,00dff09a,ffff,c000,f,0,2f49,1d
220,220,0,4020c3da,00dff09a,ffff,c000,f,0,2f49,0d
221,221,0,4020c3da,00dff09a,ffff,c000,f,0,2f49,25
222,222,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,1d
223,223,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,1d
224,224,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,0d
225,225,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,25
226,226,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,1d
227,227,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,1d
228,228,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,0d
229,229,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,25
230,230,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,1d
231,231,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,1d
232,232,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,0d
233,233,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,25
234,234,0,4020c3dc,00dff09a,ffff,c000,f,1,2f49,1d
235,235,0,4020c3dc,00dff09a,ffff,c000,f,1,2f49,1d
236,236,0,4020c3dc,00dff09a,ffff,c000,f,1,2f49,0d
237,237,0,4020c3dc,00dff09a,ffff,c000,f,1,2f49,25
238,238,0,4020c3dc,00dff09a,ffff,c000,f,1,2f49,1d
239,239,0,4020c3dc,00dff09a,ffff,c000,f,1,2f49,1d
240,240,0,4020c3dc,00dff09a,ffff,c000,f,1,2f49,0d
241,241,0,4020c3dc,00dff09a,ffff,c000,f,1,2f49,25
242,242,0,4020c3dc,00dff09a,ffff,c000,f,1,2f49,1d
243,243,0,4020c3dc,00dff09a,ffff,c000,f,1,2f49,1d
244,244,0,4020c3dc,00dff09a,ffff,c000,f,1,2f49,0d
245,245,0,4020c3dc,00dff09a,ffff,c000,f,1,2f49,25
246,246,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,1d
247,247,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,1d
248,248,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,0d
249,249,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,25
250,250,0,4020c3dc,00dff09a,ffff,c000,f,1,2f49,1d
251,251,0,4020c3dc,00dff09a,ffff,c000,f,1,2f49,1d
252,252,0,4020c3dc,00dff09a,ffff,c000,f,1,2f49,0d
253,253,0,4020c3dc,00dff09a,ffff,c000,f,1,2f49,25
254,254,0,4020c3dc,00dff09a,ffff,c000,f,1,2f49,1d
255,255,0,4020c3dc,00dff09a,ffff,c000,f,1,2f49,1d
256,256,0,4020c3dc,00dff09a,ffff,c000,f,1,2f49,0d
257,257,0,4020c3dc,00dff09a,ffff,c000,f,1,2f49,25
258,258,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,1f
259,259,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,1f
260,260,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,0f
261,261,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,03
262,262,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,03
263,263,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,03
264,264,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,03
265,265,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,23
266,266,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,1d
267,267,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,1d
268,268,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,0d
269,269,0,4020c3dc,00dff09a,ffff,c000,f,0,2f49,25
270,270,0,4020c3de,00dff09a,ffff,c000,f,0,200a,1f
271,271,0,4020c3de,00dff09a,ffff,c000,f,0,200a,1f
272,272,0,4020c3de,00dff09a,ffff,c000,f,0,200a,0f
273,273,0,4020c3de,00dff09a,ffff,c000,f,0,200a,03
274,274,0,4020c3de,00dff09a,ffff,c000,f,0,200a,03
275,275,0,4020c3de,00dff09a,ffff,c000,f,0,200a,03
276,276,0,4020c3de,00dff09a,ffff,c000,f,0,200a,03
277,277,0,4020c3de,00dff09a,ffff,c000,f,0,200a,03
278,278,0,4020c3de,00dff09a,ffff,c000,f,0,200a,03
279,279,0,4020c3de,00dff09a,ffff,c000,f,0,200a,03
280,280,0,4020c3de,00dff09a,ffff,c000,f,0,200a,03
281,281,0,4020c3de,00dff09a,ffff,c000,f,0,200a,23
282,282,0,4020c3de,00dff09a,ffff,c000,f,0,200a,1d
283,283,0,4020c3de,00dff09a,ffff,c000,f,0,200a,1d
284,284,0,4020c3de,00dff09a,ffff,c000,f,0,200a,0d
285,285,0,4020c3de,00dff09a,ffff,c000,f,0,200a,25
286,286,0,4020c3de,00dff09a,ffff,c000,f,0,200a,1d
287,287,0,4020c3de,00dff09a,ffff,c000,f,0,200a,1d
288,288,0,4020c3de,00dff09a,ffff,c000,f,0,200a,0d
289,289,0,4020c3de,00dff09a,ffff,c000,f,0,200a,25
290,290,0,4020c3de,00dff09a,ffff,c000,f,0,200a,1d
291,291,0,4020c3de,00dff09a,ffff,c000,f,0,200a,1d
292,292,0,4020c3de,00dff09a,ffff,c000,f,0,200a,0d
293,293,0,4020c3de,00dff09a,ffff,c000,f,0,200a,25
294,294,0,4020c3de,00dff09a,ffff,c000,f,0,200a,1d
295,295,0,4020c3de,00dff09a,ffff,c000,f,0,200a,1d
296,296,0,4020c3de,00dff09a,ffff,c000,f,0,200a,0d
297,297,0,4020c3de,00dff09a,ffff,c000,f,0,200a,25
298,298,0,4020c3e0,00dff09a,ffff,c000,f,0,6700,1d
299,299,0,4020c3e0,00dff09a,ffff,c000,f,0,6700,1d
300,300,0,4020c3e0,00dff09a,ffff,c000,f,0,6700,0d
301,301,0,4020c3e0,00dff09a,ffff,c000,f,0,6700,25
302,302,0,4020c3e0,00dff09a,ffff,c000,f,1,6700,1d
303,303,0,4020c3e0,00dff09a,ffff,c000,f,1,6700,1d
304,304,0,4020c3e0,00dff09a,ffff,c000,f,1,6700,0d
305,305,0,4020c3e0,00dff09a,ffff,c000,f,1,6700,25
306,306,0,4020c3e2,00dff09a,ffff,c000,f,1,6700,1d
307,307,0,4020c3e2,00dff09a,ffff,c000,f,1,6700,1d
308,308,0,4020c3e2,00dff09a,ffff,c000,f,1,6700,0d
309,309,0,4020c3e2,00dff09a,ffff,c000,f,1,6700,25
310,310,0,4020c3e2,00dff09a,ffff,c000,f,1,6700,1d
311,311,0,4020c3e2,00dff09a,ffff,c000,f,1,6700,1d
312,312,0,4020c3e2,00dff09a,ffff,c000,f,1,6700,0d
313,313,0,4020c3e2,00dff09a,ffff,c000,f,1,6700,25
314,314,0,4020c3e4,00dff09a,ffff,c000,f,0,41ec,1d
315,315,0,4020c3e4,00dff09a,ffff,c000,f,0,41ec,1d
316,316,0,4020c3e4,00dff09a,ffff,c000,f,0,41ec,0d
317,317,0,4020c3e4,00dff09a,ffff,c000,f,0,41ec,25
318,318,0,4020c3e4,00dff09a,ffff,c000,f,1,41ec,1d
319,319,0,4020c3e4,00dff09a,ffff,c000,f,1,41ec,1d
320,320,0,4020c3e4,00dff09a,ffff,c000,f,1,41ec,0d
321,321,0,4020c3e4,00dff09a,ffff,c000,f,1,41ec,25
322,322,0,4020c3e4,00dff09a,ffff,c000,f,1,41ec,1d
323,323,0,4020c3e4,00dff09a,ffff,c000,f,1,41ec,1d
324,324,0,4020c3e4,00dff09a,ffff,c000,f,1,41ec,0d
325,325,0,4020c3e4,00dff09a,ffff,c000,f,1,41ec,25
326,326,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,1d
327,327,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,1d
328,328,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,0e
329,329,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,02
330,330,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,02
331,331,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,02
332,332,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,02
333,333,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,02
334,334,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,02
335,335,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,02
336,336,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,02
337,337,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,02
338,338,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,02
339,339,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,02
340,340,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,02
341,341,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,25
342,342,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,1d
343,343,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,1e
344,344,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,0e
345,345,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,02
346,346,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,02
347,347,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,02
348,348,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,02
349,349,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,25
350,350,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,1e
351,351,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,1d
352,352,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,0e
353,353,0,4020c3e6,00dff09a,ffff,c000,f,1,41ec,25
354,354,0,4020c3e8,00dff09a,ffff,c000,f,1,226c,1e
355,355,0,4020c3e8,00dff09a,ffff,c000,f,1,226c,1d
356,356,0,4020c3e8,00dff09a,ffff,c000,f,1,226c,0e
357,357,0,4020c3e8,00dff09a,ffff,c000,f,1,226c,25
358,358,0,4020c3e8,00dff09a,ffff,c000,f,1,226c,1e
359,359,0,4020c3e8,00dff09a,ffff,c000,f,1,226c,1d
360,360,0,4020c3e8,00dff09a,ffff,c000,f,1,226c,0e
361,361,0,4020c3e8,00dff09a,ffff,c000,f,1,226c,25
362,362,0,4020c3e8,00dff09a,ffff,c000,f,1,226c,1d
363,363,0,4020c3e8,00dff09a,ffff,c000,f,1,226c,1d
364,364,0,4020c3e8,00dff09a,ffff,c000,f,1,226c,0d
365,365,0,4020c3e8,00dff09a,ffff,c000,f,1,226c,25
366,366,0,4020c3e8,00dff09a,ffff,c000,f,1,226c,1d
367,367,0,4020c3e8,00dff09a,ffff,c000,f,1,226c,1d
368,368,0,4020c3e8,00dff09a,ffff,c000,f,1,226c,0d
369,369,0,4020c3e8,00dff09a,ffff,c000,f,1,226c,25
370,370,0,4020c3ea,00dff09a,ffff,c000,f,1,226c,1d
371,371,0,4020c3ea,00dff09a,ffff,c000,f,1,226c,1d
372,372,0,4020c3ea,00dff09a,ffff,c000,f,1,226c,0d
373,373,0,4020c3ea,00dff09a,ffff,c000,f,1,226c,25
