Sample in Buffer,Sample in Window,TRIGGER,openaars_virtual_top/tg68_ddraddr[25:1],openaars_virtual_top/tg68_cpustate_2[1:0],openaars_virtual_top/tg68_ddrcs,openaars_virtual_top/tg68_cpustate[6:3],openaars_virtual_top/tg68_cuds,openaars_virtual_top/tg68_clds,openaars_virtual_top/tg68_cin[15:0],openaars_virtual_top/tg68_ddrout[15:0],openaars_virtual_top/tg68_ddrena,openaars_virtual_top/tg68_ddrready,openaars_virtual_top/ddr3_dbg_req_rd,openaars_virtual_top/ddr3_dbg_req_be[15:0],openaars_virtual_top/ddr3_dbg_req_addr[31:0],openaars_virtual_top/ddr3_dbg_req_wdata[127:0],openaars_virtual_top/ddr3_dbg_resp_rdata[127:0],openaars_virtual_top/ddr3_dbg_ack_tgl,openaars_virtual_top/ddr3_dbg_bstate[1:0],openaars_virtual_top/ddr3_dbg_sdr_read_req,openaars_virtual_top/ddr3_dbg_sdr_read_ack,openaars_virtual_top/ddr3_dbg_sdr_dat_r[15:0],openaars_virtual_top/ddr3_dbg_sdr_write_req,openaars_virtual_top/ddr3_dbg_sdr_write_ack,openaars_virtual_top/ddr3_dbg_sdr_adr[25:1],openaars_virtual_top/ddr3_dbg_sdr_dat_w[31:0],openaars_virtual_top/ddr3_dbg_sdr_dqm_w[3:0],openaars_virtual_top/g_ddr3_fastram_ila.ddr3_dbg_cdc_state[3:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
126,126,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
127,127,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
128,128,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
129,129,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
130,130,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
131,131,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
132,132,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
133,133,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
134,134,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
135,135,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
136,136,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
137,137,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
138,138,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
139,139,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
140,140,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
141,141,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
142,142,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
143,143,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
144,144,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
145,145,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
146,146,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
147,147,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
148,148,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
149,149,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
150,150,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
151,151,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
152,152,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
153,153,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
154,154,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
155,155,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
156,156,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
157,157,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
158,158,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
159,159,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
160,160,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
161,161,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
162,162,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
163,163,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
164,164,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
165,165,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
166,166,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
167,167,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
168,168,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
169,169,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
170,170,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
171,171,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
172,172,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
173,173,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
174,174,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
175,175,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
176,176,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
177,177,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
178,178,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
179,179,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
180,180,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
181,181,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
182,182,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
183,183,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
184,184,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
185,185,0,001cb23,3,1,0,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
186,186,0,001cb23,3,1,4,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
187,187,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
188,188,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
189,189,0,001cb23,1,1,1,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
190,190,0,001cb23,1,1,4,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
191,191,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
192,192,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
193,193,0,001cb23,1,1,1,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
194,194,0,001cb23,1,1,4,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
195,195,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
196,196,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
197,197,0,001cb23,1,1,1,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
198,198,0,001cb23,1,1,4,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
199,199,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
200,200,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
201,201,0,001cb23,1,1,1,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
202,202,0,001cb23,1,1,4,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
203,203,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
204,204,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
205,205,0,001cb23,1,1,1,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
206,206,0,001cb23,1,1,4,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
207,207,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
208,208,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
209,209,0,001cb23,1,1,1,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
210,210,0,001cb23,1,1,4,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
211,211,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
212,212,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
213,213,0,001cb23,1,1,1,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
214,214,0,001cb23,1,1,4,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
215,215,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
216,216,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
217,217,0,001cb23,1,1,1,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
218,218,0,001cb23,1,1,4,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
219,219,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
220,220,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
221,221,0,001cb23,1,1,1,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
222,222,0,001cb23,1,1,4,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
223,223,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
224,224,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
225,225,0,001cb23,1,1,1,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
226,226,0,001cb23,1,1,4,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
227,227,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
228,228,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
229,229,0,001cb23,1,1,1,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
230,230,0,001cb23,1,1,4,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
231,231,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
232,232,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
233,233,0,001cb23,1,1,1,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
234,234,0,001cb23,1,1,4,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
235,235,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
236,236,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
237,237,0,001cb23,1,1,1,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
238,238,0,001cb23,1,1,4,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
239,239,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
240,240,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
241,241,0,001cb23,1,1,1,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
242,242,0,001cb23,1,1,4,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
243,243,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
244,244,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
245,245,0,001cb23,1,1,1,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
246,246,0,001cb23,1,1,4,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
247,247,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
248,248,0,001cb23,1,1,3,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
249,249,0,001cb23,1,1,1,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
250,250,0,001cb23,1,1,4,1,1,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
251,251,0,074967a,2,1,3,0,0,0333,0322,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
